SENATE DISTRICT A ,4577,4398
SENATE DISTRICT C ,0,10030
SENATE DISTRICT E ,3992,11558
SENATE DISTRICT G ,4911,8257
SENATE DISTRICT I ,6724,4462
SENATE DISTRICT K ,6281,8389
SENATE DISTRICT M ,6110,8665
SENATE DISTRICT O ,0,9617
SENATE DISTRICT Q ,11121,0
SENATE DISTRICT S ,8175,0
